original_index,sentence,sentiment,translation_en,translation_hi
892,sahi hoga sayad tabhi sirf appki channel pe ye dikh raha hai warna kuch bikav media,neutral,"It's probably just showing on your channel, otherwise there's no big deal.",सही होगा शायद तभी सिर्फ आपके चैनल पर ये दिख रहा है वरना कुछ बिकव मीडिया
895,ez1403 ja na pakistani 🐖 pig + dukkar + kutta + suvar ki mix aulad 😂😂😝😝😆😆😛😛🤣🤣😖😖😆😆😆 nan,negative,ez1403 yeah right Pakistani pig + slut + dog + monkey's mixed offspring 😂😂😝😝😆😆😛😉🤣🤣😖 Gameplay 😆😆😆,ez1403 जा ना पाकिस्तानी 🐖 सूअर + डुक्कर + कुत्ता + सुवर की मिश्रित अवलद 😂😂😝😝😆😆😛🤔🤣🤣😖磔😆😆😆 नन
898,ais barish se dosti a66i nahi maaraz tere khud ka gar mitti ka h ku6 khyal kar tera intzar har koi nahi karega,neutral,"this friendship won't last long but think about your own clay house, not everyone will wait for you",ऐसी बरिश से दोस्ती अच्छी नहीं मारज़ तेरा खुद का गर मिट्टी का हूँ कुछ ख्याल कर तेरा इनतज़ार हर कोई नहीं करेगा
911,fuck mean apna neech ka band kark rakhna jyada kholn ki jaroorat hani ? ? …,negative,"fuck means keep your lowlife's dick closed, there's no need to open it so much??...",फक मीन अपना नीच का बंद करके रखना ज्यादा खोलने की जरूरत है नहीं ?? …
916,ham tu ak ayena ha tu dikhaya gya dagh chahru ka jis ku bura laga samna sa hat jay love pak armi 👍💪💪,neutral,"we are just like a mirror showing the face that feels bad to confront, love pak army 👍💪💪",हम तू एक आईना है जिसे दिखाया गया दाग़ चेहरे का जिससे बुरा लगा सामने से हट जाओ लव पाक अर्मी 👍💪💪
926,happi birthday bhai pray baba vishwanath good health bright futur,neutral,"Happy birthday brother, may Lord Vishwanath bless you with good health and a bright future","हैप्पी बर्थडे भाई प्रार्थना करता हूँ बाबा विश्वनाथ आपको सुखी और स्वस्थ जीवन मिले, उज्ज्वल भविष्य हो"
942,good morn pita ji thank new day pls bless sewa sumrin parmarth bakso ji,neutral,"Good morning father, thank you for the new day, please bless the service, meditation, and spiritual awakening, O Lord.","सुप्रभात पिताजी, नए दिन के लिए धन्यवाद। कृपया सेवा, समर्थन और बक्सोजी का आशीर्वाद दें।"
943,offici superbbb voic arjun ji u 🤗 reali mean much ❤ salut yuh,positive,Office superb voice Arjun ji you 😊 really means a lot ❤️ salute you,ऑफ़िस जी आपका वॉइस सुपरब है 🤗 यह मेरे लिए बहुत महत्वपूर्ण है ❤ सलाम यूह
954,absolut right histori independ india inclus & secular talk nev,neutral,"Absolutely right, the history of independent India includes and is secular.","बिलकुल सही, ऐतिहासिक रूप से स्वतंत्र भारत समावेशी और सेकुलर था।"
955,thicccccccc xd ( confirm dare 'm one wit hahaha . ) nan,positive,thicc xd (confirmed dare I am one with hahaha.),थिक्सस एक्सडी ( सुनिश्चित डेयर म वन विथ हाहाहा। ) नैन
958,congrat sir lucknow ki shaan bada di aapn veerta aur shaurya ki missal ab aap pesh kariyega jai hind nan,neutral,"Congratulations sir, you will now present the examples of valor and courage that Lucknow is proud of. Jai Hind",बधाई हो सर लखनऊ की शान बड़ा दी आपने वीरता और शौर्य का मिसाल अब आप पेश करिएगा जय हिंद नन
965,ha ha ha cow mutr peek war guy st,neutral,ha ha ha what a funny situation,हा हा हा गाय का मूतर पीक वार गाय स्ट
970,modi ke jitn ka asar vipaksh pe nahi padosiyo pe bhi hua hai bokhla gay sare ke sare modi akela,positive,"The impact of Modi's victory has not only affected the opposition but also the neighbors. Everyone is in awe, while Modi stands alone.","मोदी के जीतने का असर विपक्ष पर नहीं, पड़ोसियों पर भी हुआ है। बोल खागी सबका, मोदी अकेला।"
1003,bholi bhayaa ufffff dil jeet liya ap ne love imran bhai mind blow ap ki act hai alla,positive,innocent guy ufffff you've won my heart love imran bhai your acting is mind-blowing allah,भोली भाई उफfff दिल जीत लिया आपने लव इम्रान भाई माइंड ब्लो आपकी अक्ट है अल्ला
1004,r4i pori dunya 2019 main tum log abhi bhi 1971 main 😂😂😂😂 growup ab kisi ko bhaija sath khud aa jana nan,neutral,r4i world cup 2019 you guys are still in 1971 😂😂😂😂 grow up now come along with someone,र4इ पूरी दुनिया 2019 में तुम लोग अभी भी 1971 में 😂😂😂😂 ग्रो अप अब किसी को भाईजा साथ खुद आ जाना न
1005,ne aat hi half centuri kr di 😂 thnku bhai itn like ke liy 😁,positive,"Bro, I just hit a half-century 😂 thanks for all the likes 😁",नी आत ही हाफ सेंचुरी कर दी 😂 धन्यवाद भाई इतने लाइक के लिए 😁
