original_index,sentence,label,translation_en,translation_hi
3837,Ma vasno Devi ke mandir Jane se sare paap Kat hate h aur man ko saanti multi h JAI MATA DI D.KUMAR.P pic.twitter.com/DhZfxSGq18,non-hate,Going to Mother's temple washes away all sins and brings peace to the mind. JAI MATA DI,मा वस्नो देवी के मंदिर जाने से सारे पाप कट जाते हैं और मन को शांति मिलती है। जय माता दी।
3838,CONG MAHAN BHEEKH MANGE OF VOTES,non-hate,CONGRESS BIGGERS BEGGING FOR VOTES,कांग्रेस बड़ी माँगती है मतदान के लिए
3839,OWN MOTHER BECH KAAR KE,non-hate,OWN MOTHER FUCKER,अपनी माँ बेच के
3840,COW - CALF KA MURDER KARATE HO,non-hate,COW - KILL THE CALF,गाय - बछड़े का मर्दौद करते हो
3841,SIRF VOTE KE LIYE - SHARM KARO https://twitter.com/imnikbirla/status/876019410326228992 …,hate,ONLY FOR VOTES - BE ASHAMED,सिर्फ वोट के लिए - शर्म करो https://twitter.com/imnikbirla/status/876019410326228992 …
3842,absolutely hate traveling. mood tabaah hojata hai,hate,I absolutely hate traveling. It ruins my mood.,मैं पूरी तरह से यात्रा करने से नफरत करता हूँ। मूड तबाह हो जाता है।
3843,Budha insaan Tri FuDdi tO 65+ ki hai kOi donkey hi Chode tUjhe Or han jitenge bhi hm n plz ye rape karnA chordo hme izzat pyari hai jeet nhi,non-hate,"Old person, you're over 65, some donkey will f**k you, but we'll win too, please stop raping us, we love respect, not winning.",बुढ़ा इंसान तीन से भी अधिक 65+ की है कोई डोनकी ही चोदे तुझे और हम जीत भी लेंगे प्लीज़ यह रेप करना छोड़ो हमें इज़्ज़त प्यारी है जीत नहीं
3844,Ap k desh wasiyon k dil to nafrat se bharay hoye hain :) but hope for the best :),non-hate,Your country's people's hearts are full of hatred :) but hope for the best :),आपके देश के निवासियों के दिल घृणा से भरे होते हैं :) लेकिन सबसे अच्छे की उम्मीद करो :)
3845,"Bibi rape ka istemal mei ne nahi usne pehle Kiya that, socha tum hijado Ko rape dikha hi du, to baat ye hai ki live dekh Lena SAB kuch ok",non-hate,"Bibi didn't use it for rape before, so I thought I'd show you how to rape a hijra, so everyone should watch it live, okay?","बीबी रेप का इस्तेमाल मैंने नहीं किया था, वो पहले ही कर चुका था, सोचा था कि हिजड़ों को रेप दिखा दूंगा, तो बात ये है कि सब कुछ लाइव देख लो ठीक"
3846,Phir rape?? Bas yehi ek lafz likhna bhi ata ha or karna bhi...chchcch...wese tm bhi kisi..umm choro janey do...,hate,Then rape?? You can only write and do this one word...chchcch...anyway you might as well let someone...umm just leave it...,फिर रेप?? बस यही एक लफ्ज़ लिखना भी आता है और करना भी...चचच...वaise तुम भी किसी...उम्म छोड़ दे...
3847,"Awwww fir Bura Laga?? Bas kal tak aankh na fod liyo. Live rape dekh le Pakistan ka, legal bhi hai ye, rape obsessed chutiye",hate,"Awww you felt bad?? Just last night you didn’t even blink. Watch live rape from Pakistan, it’s even legal there, rape-obsessed bastards","अरे फिर बुरा लगा?? केवल कल तक आंखें नहीं फोड़ दी। पाकिस्तान का लाइव रेप देख लो, ये भी कानूनी है, रेप से प्रेमी चूतियों"
3848,Pakistan terrorism support nahi krta,non-hate,Pakistan does not support terrorism,पाकिस्तान दर्रों का समर्थन नहीं करता
3849,Kabhi kisi ka Dil mat Todo Kyunki crime patrol me 80% murder Dil Rodney ke wajah se hoti hai,non-hate,Never break someone's heart because 80% of murders in Crime Patrol happen due to heartbreak.,कभी किसी का दिल मत टोड़ो क्योंकि क्राइम पैट्रोल में 80% हत्याएँ दिल रोड़ने के वजह से होती हैं
3850,Rishi beta..... Kalboushan aaap ka hi Abu Hai na .. Jo terrorism Kar raha  tha Pakistan main. @chintskap,non-hate,"Rishi dear..... Kalboush is your own father, who was carrying out terrorism in Pakistan. @chintskap",रिशि बेटा..... कलबोशन आपका ही अबू है ना .. जो पाकिस्तान में दररियम कर रहा था।
3851,Md junaid kya gazab ki talim paya ho tumne waisey kon si gattar chaap madrassa se talim liya hai pakistani research on Islamic terrorism,non-hate,"Md Junaid, what great education you have received! Anyway, which trashy madrasa did you get your education from? Pakistani research on Islamic terrorism","मोहम्मद जुनैद क्या बढ़िया शिक्षा मिली होगी, तुमने वरना किस गंदे मADRASSE से शिक्षा ली है? पाकिस्तानी इस्लामी आतंकवाद पर शोध"
3852,"BJP  se nafrat,Modi se nafrat thik hai.Lekin apni BJP/Modi se nafrat ko desh se nafrat me na hone do.Congress to dube gi ,desh ko dubaoge.",non-hate,"Hatred towards BJP, hatred towards Modi is fine. But don't let your hatred towards BJP/Modi turn into hatred towards the country. Congress will sink, but you will drown the country.","BJP से नफरत, मोदी से नफरत ठीक है। लेकिन अपनी BJP/मोदी से नफरत को देश से नफरत में ना होने दो। कांग्रेस तो डुब जाएगी, देश को डुबाओगे।"
